Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Eli Lilly,LLY,"$34,124.1","$7,082.2","$27,041.9","$9,313.4","$7,403.1",$-67.7,"$20,584","$6,457.9",$96.7,"$6,554.6","$1,314.2","$5,240.4",-,"$5,240.4",-,"$5,240.4","$7,985.2","$6,457.9",900,903,$5.82,$5.80,2023
Eli Lilly,LLY,"$28,541.4","$6,629.8","$21,911.6","$7,190.8","$6,440.4",$-244.6,"$14,784.3","$7,127.301",$-320.9,"$6,806.4",$561.6,"$6,244.8",-,"$6,244.8",-,"$6,244.8","$8,649.801","$7,127.301",902,905,$6.93,$6.90,2022
Eli Lilly,LLY,"$28,318.4","$7,312.8","$21,005.6","$6,930.7","$6,431.6",$-316.1,"$14,648.5","$6,357.102",$-201.6,"$6,155.5",$573.8,"$5,581.7",-,"$5,581.7",-,"$5,581.7","$7,904.702","$6,357.102",907,912,$6.15,$6.12,2021
Eli Lilly,LLY,"$24,539.8","$5,483.3","$19,056.5","$5,976.3","$6,121.2",$-131.2,"$12,998.5","$6,058.002","$1,171.9","$7,229.9","$1,036.2","$6,193.7",-,"$6,193.7",-,"$6,193.7","$7,381.902","$6,058.002",908,913,$6.82,$6.79,2020
Eli Lilly,LLY,"$22,319.5","$4,721.2","$17,598.3","$5,595","$6,213.8",$-575.6,"$12,624","$4,974.301",$291.6,"$5,265.9",$628,"$4,637.9",-,"$4,637.9","$3,680.5","$8,318.4","$6,206.901","$4,974.301",931,936,$8.93,$8.89,2019
Eli Lilly,LLY,"$21,493.3","$4,681.7","$16,811.6","$5,051.2","$5,975.1",$-266.9,"$13,277.1","$3,534.5",$145.6,"$3,680.1",$529.5,"$3,150.6",-,"$3,150.6",$81.4,"$3,232","$5,143.5","$3,534.5","1,028","1,034",$3.14,$3.13,2018
Eli Lilly,LLY,"$19,973.8","$4,447.7","$15,526.1","$5,096.2","$5,982.4","$-1,331.6","$13,522.8","$2,003.301",$301.5,"$2,304.8","$2,391.2",$-86.4,-,$-86.4,$-117.7,$-204.1,"$3,570.601","$2,003.301","1,052","1,052",$-0.19,$-0.19,2017
Eli Lilly,LLY,"$21,222.1","$5,710.1","$15,512","$5,310.3","$6,528",$-382.5,"$12,250.8","$3,261.199",$112.8,"$3,374",$636.4,"$2,737.6",-,"$2,737.6",-,"$2,737.6","$4,757.799","$3,261.199","1,058","1,062",$2.59,$2.58,2016
Eli Lilly,LLY,"$19,958.7","$5,037.2","$14,921.5","$4,796.4","$6,533",$-367.7,"$12,232.1","$2,689.4",$100.6,"$2,790",$381.6,"$2,408.4",-,"$2,408.4",-,"$2,408.4","$4,117.101","$2,689.4","1,062","1,066",$2.27,$2.26,2015
Eli Lilly,LLY,"$19,615.6","$4,932.5","$14,683.1","$4,733.6","$6,620.8",$-468.7,"$12,023.3","$2,659.801",$340.5,"$3,000.3",$609.8,"$2,390.5",-,"$2,390.5",-,"$2,390.5","$4,038.801","$2,659.801","1,070","1,074",$2.23,$2.23,2014
Broadcom,AVGO,"$35,819","$11,129","$24,690","$5,253","$1,592",-,"$8,483","$16,207","$-1,110","$15,097","$1,015","$14,082",-,"$14,082",-,"$14,082","$20,042","$16,207",415,427,$33.93,$32.98,2023
Broadcom,AVGO,"$33,203","$11,108","$22,095","$4,919","$1,382",-,"$7,870","$14,225","$-1,791","$12,434",$939,"$11,495",-,"$11,495",-,"$11,223","$19,209","$14,225",409,423,$27.44,$26.53,2022
Broadcom,AVGO,"$27,450","$10,606","$16,844","$4,854","$1,347",-,"$8,325","$8,519","$-1,754","$6,765",$29,"$6,736",-,"$6,736",-,"$6,437","$14,560","$8,519",410,429,$15.70,$15.00,2021
Broadcom,AVGO,"$23,888","$10,372","$13,516","$4,968","$1,935",-,"$9,502","$4,014","$-1,571","$2,443",$-518,"$2,961",-,"$2,961",$-1,"$2,663","$10,919","$4,014",402,421,$6.62,$6.33,2020
Broadcom,AVGO,"$22,597","$10,114","$12,483","$4,696","$1,709",-,"$9,039","$3,444","$-1,218","$2,226",$-510,"$2,736",-,"$2,736",$-12,"$2,695","$9,252","$3,444",398,419,$6.77,$6.43,2019
Broadcom,AVGO,"$20,848","$10,115","$10,733","$3,768","$1,056",$-14,"$5,598","$5,135",$-590,"$4,545","$-8,084","$12,629",-,"$12,629",$-19,"$12,259","$9,216","$5,135",418,431,$29.33,$28.44,2018
Broadcom,AVGO,"$17,636","$9,127","$8,509","$3,302",$789,$-122,"$6,138","$2,371",$-546,"$1,825",$35,"$1,790",-,"$1,790",$-6,"$1,692","$7,108","$2,371",405,421,$4.18,$4.02,2017
Broadcom,AVGO,"$13,240","$7,300","$5,940","$2,674",$806,-,"$6,349",$-409,$-698,"$-1,107",$642,"$-1,749",-,"$-1,749",$-112,"$-1,739","$2,669",$-409,366,383,$-4.75,$-4.86,2016
Broadcom,AVGO,"$6,824","$3,271","$3,553","$1,049",$486,-,"$1,921","$1,632",$-165,"$1,467",$76,"$1,391",-,"$1,391",$-27,"$1,364","$2,616","$1,632",264,281,$5.17,$4.85,2015
Broadcom,AVGO,"$4,269","$2,392","$1,877",$695,$407,-,"$1,439",$438,$-96,$342,$33,$309,-,$309,$-46,$263,"$1,077",$438,251,267,$1.05,$0.99,2014
Novo Nordisk,NVO,"$33,724.3","$5,193.078","$28,531.22","$4,710.724","$8,944.029",$17.279,"$13,637.472","$14,893.74",$304.92,"$15,198.67","$3,047.893","$12,150.77",-,"$12,150.77",-,"$12,150.77","$16,260.51","$14,893.74","4,483","4,495",$2.71,$2.70,2023
Novo Nordisk,NVO,"$25,056.69","$4,028.237","$21,028.45","$3,405.055","$7,176.854",$146.414,"$10,435.493","$10,592.95",$-813.775,"$9,779.18","$1,916.839","$7,862.34",-,"$7,862.34",-,"$7,862.34","$11,635.41","$10,592.95","4,531","4,545",$1.74,$1.73,2022
Novo Nordisk,NVO,"$22,401.28","$3,763.988","$18,637.29","$2,827.525","$6,532.328",$52.821,"$9,307.032","$9,330.261",$69.368,"$9,399.628","$1,801.489","$7,598.139",-,"$7,598.139",-,"$7,598.139","$10,288.84","$9,330.261","4,594","4,605",$1.65,$1.65,2021
Novo Nordisk,NVO,"$19,448.13","$3,206.782","$16,241.34","$2,368.778","$5,650.935",$70.472,"$7,949.238","$8,292.103",$-152.587,"$8,139.516","$1,683.974","$6,455.542",-,"$6,455.542",-,"$6,455.542","$9,173.462","$8,292.103","4,668","4,680",$1.38,$1.38,2020
Novo Nordisk,NVO,"$18,290.95","$3,011.191","$15,279.76","$2,131.578","$5,370.917",$89.94,"$7,412.559","$7,867.202",$-589.107,"$7,278.095","$1,439.34","$5,838.755",-,"$5,838.755",-,"$5,838.755","$8,715.786","$7,867.202","4,749","4,757",$1.23,$1.23,2019
Novo Nordisk,NVO,"$17,098.96","$2,693.639","$14,405.32","$2,263.685","$5,093.558",$176.141,"$7,181.102","$7,224.218",$56.114,"$7,280.333","$1,374.112","$5,906.221",-,"$5,906.221",-,"$5,906.221","$7,824.35","$7,224.218","4,839","4,849",$1.22,$1.22,2018
Novo Nordisk,NVO,"$16,966.62","$2,678.301","$14,288.32","$2,128.727","$4,879.636",$158.128,"$6,850.234","$7,438.088",$-43.595,"$7,394.492","$1,602.545","$5,791.947",-,"$5,791.947",-,"$5,791.947","$7,921.434","$7,438.088","4,946","4,956",$1.17,$1.17,2017
Novo Nordisk,NVO,"$16,610.51","$2,553.394","$14,057.11","$2,164.062","$4,805.575",$109.518,"$6,860.119","$7,196.995",$-94.212,"$7,102.783","$1,467.128","$5,635.655",-,"$5,635.655",-,"$5,635.655","$7,671.475","$7,196.995","5,060","5,069",$1.11,$1.11,2016
Novo Nordisk,NVO,"$16,059.54","$2,408.774","$13,650.76","$2,024.87","$4,786.747",$518.122,"$6,293.496","$7,357.269",$-886.997,"$6,470.271","$1,283.102","$5,187.168",-,"$5,187.168",-,"$5,187.168","$7,797.568","$7,357.269","5,142","5,155",$1.01,$1.01,2015
Novo Nordisk,NVO,"$15,834.11","$2,596.405","$13,237.71","$2,453.765","$4,771.308",$137.291,"$7,087.781","$6,149.924",$-70.607,"$6,079.317","$1,357.755","$4,721.563",-,"$4,721.563",-,"$4,721.563","$6,762.384","$6,149.924","5,242","5,260",$0.90,$0.90,2014
Tesla,TSLA,"$96,773","$79,113","$17,660","$3,969","$4,800",-,"$8,769","$8,891","$1,082","$9,973","$-5,001","$14,974",-,"$14,974",-,"$14,999","$13,558","$8,891","3,174","3,485",$4.73,$4.30,2023
Tesla,TSLA,"$81,462","$60,609","$20,853","$3,075","$3,946",-,"$7,197","$13,656",$63,"$13,719","$1,132","$12,587",-,"$12,587",-,"$12,583","$17,403","$13,656","3,130","3,475",$4.02,$3.62,2022
Tesla,TSLA,"$53,823","$40,217","$13,606","$2,593","$4,517",-,"$7,083","$6,523",$-180,"$6,343",$699,"$5,644",-,"$5,644",-,"$5,524","$9,434","$6,523","2,959","3,386",$1.87,$1.63,2021
Tesla,TSLA,"$31,536","$24,906","$6,630","$1,491","$3,145",-,"$4,636","$1,994",$-840,"$1,154",$292,$862,-,$862,-,$690,"$4,316","$1,994","2,798","3,249",$0.25,$0.21,2020
Tesla,TSLA,"$24,578","$20,509","$4,069","$1,343","$2,646",-,"$4,138",$-69,$-596,$-665,$110,$-775,-,$-775,-,$-862,"$2,085",$-69,"2,661","2,661",$-0.33,$-0.33,2019
Tesla,TSLA,"$21,461","$17,419","$4,042","$1,460","$2,835",-,"$4,430",$-388,$-617,"$-1,005",$58,"$-1,063",-,"$-1,063",-,$-976,"$1,672",$-388,"2,559","2,559",$-0.38,$-0.38,2018
Tesla,TSLA,"$11,759","$9,536","$2,223","$1,378","$2,477",-,"$3,855","$-1,632",$-577,"$-2,209",$32,"$-2,241",-,"$-2,241",-,"$-1,962",$95,"$-1,632","2,490","2,490",$-0.79,$-0.79,2017
Tesla,TSLA,"$7,000.132","$5,400.875","$1,599.257",$834.408,"$1,432.189",-,"$2,266.597",$-667.34,$-79.008,$-746.348,$26.698,$-773.046,-,$-773.046,-,$-674.914,$374.449,$-667.34,"2,163","2,163",$-0.31,$-0.31,2016
Tesla,TSLA,"$4,046.025","$3,122.522",$923.503,$717.9,$922.232,-,"$1,640.132",$-716.629,$-158.995,$-875.624,$13.039,$-888.663,-,$-888.663,-,$-888.663,$-215.985,$-716.629,"1,923","1,923",$-0.46,$-0.46,2015
Tesla,TSLA,"$3,198.356","$2,316.685",$881.671,$464.7,$603.66,-,"$1,068.36",$-186.689,$-97.947,$-284.636,$9.404,$-294.04,-,$-294.04,-,$-294.04,$114.976,$-186.689,"1,868","1,868",$-0.16,$-0.16,2014
JPMorgan Chase,JPM,"$239,425","$81,321","$158,104",-,"$96,492",-,"$96,492","$61,612",-,"$61,612","$12,060","$49,552",-,"$49,552",-,"$47,760",-,-,"2,939","2,943",$16.25,$16.23,2023
JPMorgan Chase,JPM,"$154,792","$26,097","$128,695",-,"$82,529",-,"$82,529","$46,166",-,"$46,166","$8,490","$37,676",-,"$37,676",-,"$35,892",-,-,"2,966","2,970",$12.10,$12.09,2022
JPMorgan Chase,JPM,"$127,202","$5,553","$121,649",-,"$62,087",-,"$62,087","$59,562",-,"$59,562","$11,228","$48,334",-,"$48,334",-,"$46,503",-,-,"3,022","3,027",$15.39,$15.36,2021
JPMorgan Chase,JPM,"$129,911","$9,960","$119,951",-,"$84,136",-,"$84,136","$35,815",-,"$35,815","$6,684","$29,131",-,"$29,131",-,"$27,410",-,-,"3,082","3,087",$8.89,$8.88,2020
JPMorgan Chase,JPM,"$142,515","$26,795","$115,720",-,"$70,854",-,"$70,854","$44,866",-,"$44,866","$8,435","$36,431",-,"$36,431",-,"$34,642",-,-,"3,222","3,230",$10.75,$10.72,2019
JPMorgan Chase,JPM,"$129,824","$21,041","$108,783",-,"$68,019",-,"$68,019","$40,764",-,"$40,764","$8,290","$32,474",-,"$32,474",-,"$30,709",-,-,"3,396","3,414",$9.04,$9.00,2018
JPMorgan Chase,JPM,"$114,579","$13,874","$100,705",-,"$64,805",-,"$64,805","$35,900",-,"$35,900","$11,459","$24,441",-,"$24,441",-,"$22,567",-,-,"3,552","3,577",$6.35,$6.31,2017
JPMorgan Chase,JPM,"$106,387","$9,818","$96,569",-,"$62,033",-,"$62,033","$34,536",-,"$34,536","$9,803","$24,733",-,"$24,733",-,"$22,834",-,-,"3,659","3,690",$6.24,$6.19,2016
JPMorgan Chase,JPM,"$101,006","$7,463","$93,543",-,"$62,841",-,"$62,841","$30,702",-,"$30,702","$6,260","$24,442",-,"$24,442",-,"$22,651",-,-,"3,741","3,774",$6.05,$6.00,2015
JPMorgan Chase,JPM,"$103,009","$7,897","$95,112",-,"$64,413",-,"$64,413","$30,699",-,"$30,699","$8,954","$21,745",-,"$21,745",-,"$20,077",-,-,"3,764","3,798",$5.33,$5.29,2014
Walmart,WMT,"$648,125","$490,142","$157,983",-,"$130,971",-,"$130,971","$27,012","$-5,164","$21,848","$5,578","$16,270",-,"$16,270",-,"$15,511","$38,865","$27,012","8,077","8,108",$1.92,$1.91,2023
Walmart,WMT,"$611,289","$463,721","$147,568",-,"$127,140",-,"$127,140","$20,428","$-3,412","$17,016","$5,724","$11,292",-,"$11,292",-,"$11,680","$31,373","$20,428","8,171","8,202",$1.43,$1.42,2022
Walmart,WMT,"$572,754","$429,000","$143,754",-,"$117,812",-,"$117,812","$25,942","$-7,246","$18,696","$4,756","$13,940",-,"$13,940",-,"$13,673","$36,600","$25,942","8,376","8,415",$1.63,$1.62,2021
Walmart,WMT,"$559,151","$420,315","$138,836",-,"$116,288",-,"$116,288","$22,548","$-1,984","$20,564","$6,858","$13,706",-,"$13,706",-,"$13,510","$33,700","$22,548","8,493","8,541",$1.59,$1.58,2020
Walmart,WMT,"$523,964","$394,605","$129,359",-,"$108,791",-,"$108,791","$20,568",$-452,"$20,116","$4,915","$15,201",-,"$15,201",-,"$14,881","$31,555","$20,568","8,550","8,604",$1.74,$1.73,2019
Walmart,WMT,"$514,405","$385,301","$129,104",-,"$107,147",-,"$107,147","$21,957","$-10,497","$11,460","$4,281","$7,179",-,"$7,179",-,"$6,670","$32,635","$21,957","8,787","8,835",$0.76,$0.75,2018
Walmart,WMT,"$500,343","$373,396","$126,947",-,"$106,510",-,"$106,510","$20,437","$-5,314","$15,123","$4,600","$10,523",-,"$10,523",-,"$9,862","$30,966","$20,437","8,985","9,030",$1.10,$1.09,2017
Walmart,WMT,"$485,873","$361,256","$124,617",-,"$101,853",-,"$101,853","$22,764","$-2,267","$20,497","$6,204","$14,293",-,"$14,293",-,"$13,643","$32,844","$22,764","9,303","9,336",$1.47,$1.46,2016
Walmart,WMT,"$482,130","$360,984","$121,146",-,"$97,041",-,"$97,041","$24,105","$-2,467","$21,638","$6,558","$15,080",-,"$15,080",-,"$14,694","$33,559","$24,105","9,621","9,651",$1.53,$1.52,2015
Walmart,WMT,"$485,651","$365,086","$120,565",-,"$93,418",-,"$93,418","$27,147","$-2,348","$24,799","$7,985","$16,814",-,"$16,814",$285,"$16,363","$36,320","$27,147","9,690","9,729",$1.69,$1.68,2014
Visa,V,"$32,653",-,"$32,653",-,"$9,047","$-1,663",-,"$21,000",$37,"$21,037","$3,764","$17,273",-,"$17,273",-,"$17,273","$21,943","$21,000","1,873","2,340",$9.22,$7.38,2023
Visa,V,"$29,310",-,"$29,310",-,"$8,025","$-1,611",-,"$18,813",$-677,"$18,136","$3,179","$14,957",-,"$14,957",-,"$14,957","$19,674","$18,813","1,906","2,391",$7.85,$6.26,2022
Visa,V,"$24,105",-,"$24,105",-,"$6,764",$-733,-,"$15,804",$259,"$16,063","$3,752","$12,311",-,"$12,311",-,"$12,311","$16,608","$15,804","1,946","2,443",$6.33,$5.04,2021
Visa,V,"$21,846",-,"$21,846",-,"$6,260",$-738,-,"$14,081",$-291,"$13,790","$2,924","$10,866",-,"$10,866",-,"$10,866","$14,848","$14,081","1,953","2,479",$5.56,$4.38,2020
Visa,V,"$22,977",-,"$22,977",-,"$6,199","$-1,121",-,"$15,001",$-117,"$14,884","$2,804","$12,080",-,"$12,080",-,"$12,080","$15,657","$15,001","1,999","2,529",$6.04,$4.78,2019
Visa,V,"$20,609",-,"$20,609",-,"$5,749","$-1,293",-,"$12,954",$-148,"$12,806","$2,505","$10,301",-,"$10,301",-,"$10,301","$13,556","$12,954","2,049","2,586",$5.03,$3.98,2018
Visa,V,"$18,358",-,"$18,358",-,"$5,019",$-639,-,"$12,144",$-450,"$11,694","$4,995","$6,699",-,"$6,699",-,"$6,699","$12,700","$12,144","2,104","2,654",$3.18,$2.52,2017
Visa,V,"$15,082",-,"$15,082",-,"$4,280","$-2,417",-,"$7,883",$129,"$8,012","$2,021","$5,991",-,"$5,991",-,"$5,991","$8,385","$7,883","2,170","2,678",$2.76,$2.24,2016
Visa,V,"$13,880",-,"$13,880",-,"$3,834",$-488,-,"$9,064",$-69,"$8,995","$2,667","$6,328",-,"$6,328",-,"$6,328","$9,558","$9,064","2,221","2,724",$2.85,$2.32,2015
Visa,V,"$12,702",-,"$12,702",-,"$3,610",$-960,-,"$7,697",$27,"$7,724","$2,286","$5,438",-,"$5,438",-,"$5,438","$10,724","$7,697","2,264","2,794",$2.40,$1.95,2014
UnitedHealth Group,UNH,"$371,622","$280,664","$90,958",-,-,"$-54,628","$58,600","$32,358","$-3,246","$29,112","$5,968","$23,144",-,"$23,144",-,"$22,381","$36,330","$32,358",928,938,$24.12,$23.86,2023
UnitedHealth Group,UNH,"$324,162","$244,545","$79,617",-,-,"$-47,782","$51,182","$28,435","$-2,092","$26,343","$5,704","$20,639",-,"$20,639",-,"$20,120","$31,835","$28,435",937,950,$21.47,$21.18,2022
UnitedHealth Group,UNH,"$287,597","$217,945","$69,652",-,-,"$-42,579","$45,682","$23,970","$-1,660","$22,310","$4,578","$17,732",-,"$17,732",-,"$17,285","$27,073","$23,970",943,956,$18.33,$18.08,2021
UnitedHealth Group,UNH,"$257,141","$190,141","$67,000",-,-,"$-41,704","$44,595","$22,405","$-1,663","$20,742","$4,973","$15,769",-,"$15,769",-,"$15,403","$25,296","$22,405",949,961,$16.23,$16.03,2020
UnitedHealth Group,UNH,"$242,155","$184,557","$57,598",-,-,"$-35,193","$37,913","$19,685","$-1,704","$17,981","$3,742","$14,239",-,"$14,239",-,"$13,839","$22,405","$19,685",951,966,$14.55,$14.33,2019
UnitedHealth Group,UNH,"$226,247","$172,401","$53,846",-,-,"$-34,074","$36,502","$17,344","$-1,400","$15,944","$3,562","$12,382",-,"$12,382",-,"$11,986","$19,772","$17,344",963,983,$12.45,$12.19,2018
UnitedHealth Group,UNH,"$201,159","$154,148","$47,011",-,-,"$-29,557","$31,802","$15,209","$-1,186","$14,023","$3,200","$10,823",-,"$10,823",-,"$10,558","$17,454","$15,209",964,985,$10.95,$10.72,2017
UnitedHealth Group,UNH,"$184,840","$141,454","$43,386",-,-,"$-28,401","$30,456","$12,930","$-1,067","$11,863","$4,790","$7,073",-,"$7,073",-,"$7,017","$14,985","$12,930",952,968,$7.37,$7.25,2016
UnitedHealth Group,UNH,"$157,107","$120,081","$37,026",-,-,"$-24,312","$26,005","$11,021",$-790,"$10,231","$4,363","$5,868",-,"$5,868",-,"$5,813","$12,714","$11,021",953,967,$6.10,$6.01,2015
UnitedHealth Group,UNH,"$130,474","$97,459","$33,015",-,-,"$-21,263","$22,741","$10,274",$-618,"$9,656","$4,037","$5,619",-,"$5,619",-,"$5,619","$11,752","$10,274",972,986,$5.78,$5.70,2014
Exxon,XOM,"$344,582","$258,925","$85,657",$751,"$9,919",-,"$32,874","$52,783",-,"$52,783","$15,429","$37,354",-,"$37,354",-,"$36,010","$74,273","$53,632","4,052","4,052",$8.89,$8.89,2023
Exxon,XOM,"$413,680","$299,487","$114,193","$1,025","$10,095",-,"$36,440","$77,753",-,"$77,753","$20,176","$57,577",-,"$57,577",-,"$55,740","$102,591","$78,551","4,205","4,205",$13.26,$13.26,2022
Exxon,XOM,"$285,640","$221,438","$64,202","$1,054","$9,574",-,"$32,968","$31,234",-,"$31,234","$7,636","$23,598",-,"$23,598",-,"$23,040","$52,788","$32,181","4,275","4,275",$5.39,$5.39,2021
Exxon,XOM,"$181,502","$150,560","$30,942","$1,285","$10,168",-,"$59,825","$-28,883",-,"$-28,883","$-5,632","$-23,251",-,"$-23,251",-,"$-22,440","$18,284","$-27,725","4,271","4,271",$-5.25,$-5.25,2020
Exxon,XOM,"$264,938","$211,152","$53,786","$1,269","$11,398",-,"$33,730","$20,056",-,"$20,056","$5,282","$14,774",-,"$14,774",-,"$14,340","$39,884","$20,886","4,270","4,270",$3.36,$3.36,2019
Exxon,XOM,"$290,212","$225,517","$64,695","$1,466","$11,480",-,"$33,742","$30,953",-,"$30,953","$9,532","$21,421",-,"$21,421",-,"$20,840","$50,464","$31,719","4,270","4,270",$4.88,$4.88,2018
Exxon,XOM,"$244,363","$191,011","$53,352","$1,790","$10,649",-,"$34,678","$18,674",-,"$18,674","$-1,174","$19,848",-,"$19,848",-,"$19,710","$39,168","$19,275","4,256","4,256",$4.63,$4.63,2017
Exxon,XOM,"$208,114","$163,639","$44,475","$1,467","$10,443",-,"$36,506","$7,969",-,"$7,969",$-406,"$8,375",-,"$8,375",-,"$7,840","$30,730","$8,422","4,177","4,177",$1.88,$1.88,2016
Exxon,XOM,"$249,248","$195,899","$53,349","$1,523","$11,501",-,"$31,383","$21,966",-,"$21,966","$5,415","$16,551",-,"$16,551",-,"$16,150","$40,325","$22,277","4,196","4,196",$3.85,$3.85,2015
Exxon,XOM,"$411,939","$328,459","$83,480","$1,669","$12,598",-,"$31,850","$51,630",-,"$51,630","$18,015","$33,615",-,"$33,615",-,"$32,520","$69,213","$51,916","4,282","4,282",$7.60,$7.60,2014
ASML Holding,ASML,"$29,826.56","$14,527.06","$15,299.5","$4,308.204","$1,204.816",-,"$5,513.02","$9,786.48",$44.591,"$9,831.072","$1,553.966","$8,277.105",-,"$8,484.149",-,"$8,484.149","$10,587.17","$9,786.48",394,394,$21.55,$21.53,2023
ASML Holding,ASML,"$22,308.29","$11,034.67","$11,273.63","$3,427.888",$996.6,-,"$4,424.49","$6,849.138",$-46.991,"$6,802.147","$1,021.887","$5,780.26",-,"$5,925.657",-,"$5,925.657","$7,464.019","$6,849.138",398,398,$14.90,$14.89,2022
ASML Holding,ASML,"$22,018.67","$10,413.65","$11,605.03","$3,013.356",$858.457,$252.829,"$3,618.98","$7,986.043",$-52.766,"$7,933.277","$1,208.418","$6,724.858",-,"$6,960.414",-,"$6,960.414","$8,543.283","$7,986.043",410,410,$16.99,$16.97,2021
ASML Holding,ASML,"$15,967.64","$8,203.199","$7,764.441","$2,513.974",$622.439,-,"$3,136.411","$4,628.028",$-39.866,"$4,588.162",$629.979,"$3,958.184",-,"$4,059.391",-,"$4,059.392","$5,188.669","$4,628.028",418,419,$9.70,$9.69,2020
ASML Holding,ASML,"$13,238.4","$7,325.024","$5,913.376","$2,204.72",$582.96,-,"$2,787.676","$3,125.696",$-28,"$3,097.696",$214.704,"$2,882.992",-,"$2,903.376",-,"$2,903.376","$3,628.016","$3,125.696",421,422,$6.90,$6.89,2019
ASML Holding,ASML,"$12,924.86","$6,985.379","$5,939.485","$1,861.138",$576.328,-,"$2,437.466","$3,502.02",$-33.422,"$3,468.597",$415.24,"$3,053.357",-,"$3,060.68",-,"$3,060.68","$4,001.228","$3,502.02",425,426,$7.20,$7.18,2018
ASML Holding,ASML,"$10,232.38","$5,624.486","$4,607.894","$1,423.839",$470.883,$108.283,"$1,786.439","$2,821.455",$-56.854,"$2,764.601",$351.184,"$2,413.417",-,"$2,394.541",-,"$2,394.541","$3,293.355","$2,821.455",430,432,$5.57,$5.55,2017
ASML Holding,ASML,"$7,519.073","$4,150.051","$3,369.022","$1,223.637",$414.709,$103.774,"$1,534.573","$1,834.449",$37.231,"$1,871.679",$242.881,"$1,628.798",-,"$1,628.798",-,"$1,628.798","$2,229.425","$1,834.449",426,428,$3.83,$3.81,2016
ASML Holding,ASML,"$6,981.501","$3,766.067","$3,215.434","$1,185.993",$383.901,$92.385,"$1,477.508","$1,737.926",$-18.338,"$1,719.588",$179.27,"$1,540.318",-,"$1,540.318",-,"$1,540.318","$2,067.586","$1,737.926",431,433,$3.58,$3.56,2015
ASML Holding,ASML,"$7,784.749","$4,333.389","$3,451.36","$1,427.715",$426.852,$107.681,"$1,746.885","$1,704.475",$-11.432,"$1,693.043",$102.35,"$1,590.693",-,"$1,590.693",-,"$1,590.694","$2,042.973","$1,704.475",437,440,$3.64,$3.62,2014
